ValuationDate,PolicyNumber,ISIN,SEDOL,HoldingName,HoldingReference,HoldingCurrency_x,HoldingMarketValueHoldingCurrency_x,Units,UnitPrice,HoldingMarketValuePolicyCurrency_x,BookCost,GainLoss,HoldingCurrency_y,HoldingMarketValueHoldingCurrency_y,HoldingMarketValuePolicyCurrency_y,BrokerID,Product,PolicyCurrency,PolicyStatus,PolicyStartDate,SurrenderPenalty,SurrenderValue,RegularContribution,ContributionFrequency,PolicyTerm,PolicyEndDate,TotalContribution,Withdrawals,LastContributionDate,NextContributionDate,PolicyBasis,SubPolicies,TransactionDate,TransactionName,TransactionComments,TransactionDebitAmount,TransactionCreditAmount,TransactionCurrency
2023-07-11,PM10003632,LU0893933373,B9QN5S8,Fundsmith Equity Feeder I Acc USD,PM10003632-Fundsmith Equity Feeder I Acc USD,USD,26236.57,779.47,33.6595,26236.57,29875.0,-0.12178845188284515,USD,1569.0,1569.0,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),918.18,0.0,USD
2023-07-11,PM10003632,LU0893933373,B9QN5S8,Fundsmith Equity Feeder I Acc USD,PM10003632-Fundsmith Equity Feeder I Acc USD,USD,26236.57,779.47,33.6595,26236.57,29875.0,-0.12178845188284515,USD,1569.0,1569.0,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),0.0,700.0,GBP
2023-07-11,PM10003632,LU0893933373,B9QN5S8,Fundsmith Equity Feeder I Acc USD,PM10003632-Fundsmith Equity Feeder I Acc USD,USD,26236.57,779.47,33.6595,26236.57,29875.0,-0.12178845188284515,GBP,301.25,388.4,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),918.18,0.0,USD
2023-07-11,PM10003632,LU0893933373,B9QN5S8,Fundsmith Equity Feeder I Acc USD,PM10003632-Fundsmith Equity Feeder I Acc USD,USD,26236.57,779.47,33.6595,26236.57,29875.0,-0.12178845188284515,GBP,301.25,388.4,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),0.0,700.0,GBP
2023-07-11,PM10003632,IE00BD0NCN62,BD0NCN6,iShares Developed World Index Fund D Acc USD,PM10003632-iShares Developed World Index Fund D Acc USD,USD,38941.81,2258.02,17.246,38941.81,40545.0,-0.039541003822912923,USD,1569.0,1569.0,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),918.18,0.0,USD
2023-07-11,PM10003632,IE00BD0NCN62,BD0NCN6,iShares Developed World Index Fund D Acc USD,PM10003632-iShares Developed World Index Fund D Acc USD,USD,38941.81,2258.02,17.246,38941.81,40545.0,-0.039541003822912923,USD,1569.0,1569.0,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),0.0,700.0,GBP
2023-07-11,PM10003632,IE00BD0NCN62,BD0NCN6,iShares Developed World Index Fund D Acc USD,PM10003632-iShares Developed World Index Fund D Acc USD,USD,38941.81,2258.02,17.246,38941.81,40545.0,-0.039541003822912923,GBP,301.25,388.4,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),918.18,0.0,USD
2023-07-11,PM10003632,IE00BD0NCN62,BD0NCN6,iShares Developed World Index Fund D Acc USD,PM10003632-iShares Developed World Index Fund D Acc USD,USD,38941.81,2258.02,17.246,38941.81,40545.0,-0.039541003822912923,GBP,301.25,388.4,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),0.0,700.0,GBP
2023-07-11,PM10003632,LU2530218614,BQPB311,Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,PM10003632-Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,USD,16432.1,1488.658,11.0382,16432.1,25600.0,-0.35812109375,USD,1569.0,1569.0,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),918.18,0.0,USD
2023-07-11,PM10003632,LU2530218614,BQPB311,Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,PM10003632-Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,USD,16432.1,1488.658,11.0382,16432.1,25600.0,-0.35812109375,USD,1569.0,1569.0,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),0.0,700.0,GBP
2023-07-11,PM10003632,LU2530218614,BQPB311,Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,PM10003632-Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,USD,16432.1,1488.658,11.0382,16432.1,25600.0,-0.35812109375,GBP,301.25,388.4,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),918.18,0.0,USD
2023-07-11,PM10003632,LU2530218614,BQPB311,Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,PM10003632-Aberdeen Standard SICAV II - Global Smaller Companies Fund USD,USD,16432.1,1488.658,11.0382,16432.1,25600.0,-0.35812109375,GBP,301.25,388.4,23562,PIMS Flexible,USD,Active,2014-12-11,,,0.0,Single Payment,,,159086.0,12317.68,2014-12-11,,Capital Redemption,100,2023-07-12,Buy Currency,FX Deal: Sell USD 918.18 & Buy GBP 700.00 (Rate: 0.762378),0.0,700.0,GBP
2023-07-11,PM10005763,LU0046676465,4551344,BlackRock Global Funds - US Dollar High Yield Bond A2 USD,PM10005763-BlackRock Global Funds - US Dollar High Yield Bond A2 USD,USD,23601.61,650.72,36.27,23601.61,24610.12,-0.0409794832369772,USD,6958.35,6958.35,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,LU0046676465,4551344,BlackRock Global Funds - US Dollar High Yield Bond A2 USD,PM10005763-BlackRock Global Funds - US Dollar High Yield Bond A2 USD,USD,23601.61,650.72,36.27,23601.61,24610.12,-0.0409794832369772,EUR,376.36,413.53,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,IE00BYZ8K175,BYZ8K17,iShares Developed World ESG Screen Index Fund D Acc USD,PM10005763-iShares Developed World ESG Screen Index Fund D Acc USD,USD,40378.37,2374.5,17.005,40378.37,37004.2,0.09118343323190348,USD,6958.35,6958.35,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,IE00BYZ8K175,BYZ8K17,iShares Developed World ESG Screen Index Fund D Acc USD,PM10005763-iShares Developed World ESG Screen Index Fund D Acc USD,USD,40378.37,2374.5,17.005,40378.37,37004.2,0.09118343323190348,EUR,376.36,413.53,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,IE00B4L5Y983,B4L5Y98,iShares Core MSCI World UCITS ETF USD (Acc) USD LN,PM10005763-iShares Core MSCI World UCITS ETF USD (Acc) USD LN,USD,82853.1,990.0,83.69,82853.1,73858.19,0.12178622303091924,USD,6958.35,6958.35,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,IE00B4L5Y983,B4L5Y98,iShares Core MSCI World UCITS ETF USD (Acc) USD LN,PM10005763-iShares Core MSCI World UCITS ETF USD (Acc) USD LN,USD,82853.1,990.0,83.69,82853.1,73858.19,0.12178622303091924,EUR,376.36,413.53,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,LU0346392482,B2PMBD4,Fidelity Funds US Dollar Bond Y Acc USD,PM10005763-Fidelity Funds US Dollar Bond Y Acc USD,USD,44013.55,2735.46,16.09,44013.55,49101.53,-0.10362161830802408,USD,6958.35,6958.35,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,LU0346392482,B2PMBD4,Fidelity Funds US Dollar Bond Y Acc USD,PM10005763-Fidelity Funds US Dollar Bond Y Acc USD,USD,44013.55,2735.46,16.09,44013.55,49101.53,-0.10362161830802408,EUR,376.36,413.53,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,US4642898674,B3FFS95,iShares Core Growth Allocation ETF,PM10005763-iShares Core Growth Allocation ETF,USD,47226.0,926.0,51.0,47226.0,49137.18,-0.03889478394975043,USD,6958.35,6958.35,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10005763,US4642898674,B3FFS95,iShares Core Growth Allocation ETF,PM10005763-iShares Core Growth Allocation ETF,USD,47226.0,926.0,51.0,47226.0,49137.18,-0.03889478394975043,EUR,376.36,413.53,23562,PIMS Flexible,USD,Active,2015-11-20,,,0.0,Single Payment,,,177445.0,12239.96,2015-11-20,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 926.00 nominal of iShares Core Growth Allocation ETF,0.0,249.93,USD
2023-07-11,PM10007029,IE00BL25JP72,BRCJ8M1,Xtrackers MSCI World Momentum UCITS ETF 1C GBP,PM10007029-Xtrackers MSCI World Momentum UCITS ETF 1C GBP,GBP,9359.36,256.0,36.56,12067.02,13269.07,-0.09059037295002581,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00BL25JP72,BRCJ8M1,Xtrackers MSCI World Momentum UCITS ETF 1C GBP,PM10007029-Xtrackers MSCI World Momentum UCITS ETF 1C GBP,GBP,9359.36,256.0,36.56,12067.02,13269.07,-0.09059037295002581,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00BL25JP72,BRCJ8M1,Xtrackers MSCI World Momentum UCITS ETF 1C GBP,PM10007029-Xtrackers MSCI World Momentum UCITS ETF 1C GBP,GBP,9359.36,256.0,36.56,12067.02,13269.07,-0.09059037295002581,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,IE00BL25JP72,BRCJ8M1,Xtrackers MSCI World Momentum UCITS ETF 1C GBP,PM10007029-Xtrackers MSCI World Momentum UCITS ETF 1C GBP,GBP,9359.36,256.0,36.56,12067.02,13269.07,-0.09059037295002581,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00BL25JP72,BRCJ8M1,Xtrackers MSCI World Momentum UCITS ETF 1C GBP,PM10007029-Xtrackers MSCI World Momentum UCITS ETF 1C GBP,GBP,9359.36,256.0,36.56,12067.02,13269.07,-0.09059037295002581,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00BL25JP72,BRCJ8M1,Xtrackers MSCI World Momentum UCITS ETF 1C GBP,PM10007029-Xtrackers MSCI World Momentum UCITS ETF 1C GBP,GBP,9359.36,256.0,36.56,12067.02,13269.07,-0.09059037295002581,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10007029-Fundsmith Equity Feeder I Acc GBP,GBP,9401.02,256.07,36.7127,12120.74,12612.64,-0.039000558170216526,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10007029-Fundsmith Equity Feeder I Acc GBP,GBP,9401.02,256.07,36.7127,12120.74,12612.64,-0.039000558170216526,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10007029-Fundsmith Equity Feeder I Acc GBP,GBP,9401.02,256.07,36.7127,12120.74,12612.64,-0.039000558170216526,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10007029-Fundsmith Equity Feeder I Acc GBP,GBP,9401.02,256.07,36.7127,12120.74,12612.64,-0.039000558170216526,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10007029-Fundsmith Equity Feeder I Acc GBP,GBP,9401.02,256.07,36.7127,12120.74,12612.64,-0.039000558170216526,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10007029-Fundsmith Equity Feeder I Acc GBP,GBP,9401.02,256.07,36.7127,12120.74,12612.64,-0.039000558170216526,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,IE00BL25JM42,BRCJ8L0,xTrackers MSCI World Value UCITS ETF GBP,PM10007029-xTrackers MSCI World Value UCITS ETF GBP,GBP,10596.69,351.0,30.19,13662.31,12508.69,0.09222548484293713,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00BL25JM42,BRCJ8L0,xTrackers MSCI World Value UCITS ETF GBP,PM10007029-xTrackers MSCI World Value UCITS ETF GBP,GBP,10596.69,351.0,30.19,13662.31,12508.69,0.09222548484293713,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00BL25JM42,BRCJ8L0,xTrackers MSCI World Value UCITS ETF GBP,PM10007029-xTrackers MSCI World Value UCITS ETF GBP,GBP,10596.69,351.0,30.19,13662.31,12508.69,0.09222548484293713,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,IE00BL25JM42,BRCJ8L0,xTrackers MSCI World Value UCITS ETF GBP,PM10007029-xTrackers MSCI World Value UCITS ETF GBP,GBP,10596.69,351.0,30.19,13662.31,12508.69,0.09222548484293713,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00BL25JM42,BRCJ8L0,xTrackers MSCI World Value UCITS ETF GBP,PM10007029-xTrackers MSCI World Value UCITS ETF GBP,GBP,10596.69,351.0,30.19,13662.31,12508.69,0.09222548484293713,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00BL25JM42,BRCJ8L0,xTrackers MSCI World Value UCITS ETF GBP,PM10007029-xTrackers MSCI World Value UCITS ETF GBP,GBP,10596.69,351.0,30.19,13662.31,12508.69,0.09222548484293713,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,IE00BD0NCL49,BD0NCL4,iShares Developed World Index Fund D Acc,PM10007029-iShares Developed World Index Fund D Acc,GBP,10956.04,632.42,17.324,14125.63,13561.29,0.0416140352429597,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00BD0NCL49,BD0NCL4,iShares Developed World Index Fund D Acc,PM10007029-iShares Developed World Index Fund D Acc,GBP,10956.04,632.42,17.324,14125.63,13561.29,0.0416140352429597,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00BD0NCL49,BD0NCL4,iShares Developed World Index Fund D Acc,PM10007029-iShares Developed World Index Fund D Acc,GBP,10956.04,632.42,17.324,14125.63,13561.29,0.0416140352429597,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,IE00BD0NCL49,BD0NCL4,iShares Developed World Index Fund D Acc,PM10007029-iShares Developed World Index Fund D Acc,GBP,10956.04,632.42,17.324,14125.63,13561.29,0.0416140352429597,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00BD0NCL49,BD0NCL4,iShares Developed World Index Fund D Acc,PM10007029-iShares Developed World Index Fund D Acc,GBP,10956.04,632.42,17.324,14125.63,13561.29,0.0416140352429597,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00BD0NCL49,BD0NCL4,iShares Developed World Index Fund D Acc,PM10007029-iShares Developed World Index Fund D Acc,GBP,10956.04,632.42,17.324,14125.63,13561.29,0.0416140352429597,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,LU1033663052,BJVDYY2,Fidelity Global Dividend Fund GBP W Acc ,PM10007029-Fidelity Global Dividend Fund GBP W Acc ,GBP,8763.24,3816.74,2.296,11298.44,10826.04,0.04363553062800429,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU1033663052,BJVDYY2,Fidelity Global Dividend Fund GBP W Acc ,PM10007029-Fidelity Global Dividend Fund GBP W Acc ,GBP,8763.24,3816.74,2.296,11298.44,10826.04,0.04363553062800429,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU1033663052,BJVDYY2,Fidelity Global Dividend Fund GBP W Acc ,PM10007029-Fidelity Global Dividend Fund GBP W Acc ,GBP,8763.24,3816.74,2.296,11298.44,10826.04,0.04363553062800429,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
