ValuationDate,PolicyNumber,ISIN,SEDOL,HoldingName,HoldingReference,HoldingCurrency_x,HoldingMarketValueHoldingCurrency_x,Units,UnitPrice,HoldingMarketValuePolicyCurrency_x,BookCost,GainLoss,HoldingCurrency_y,HoldingMarketValueHoldingCurrency_y,HoldingMarketValuePolicyCurrency_y,BrokerID,Product,PolicyCurrency,PolicyStatus,PolicyStartDate,SurrenderPenalty,SurrenderValue,RegularContribution,ContributionFrequency,PolicyTerm,PolicyEndDate,TotalContribution,Withdrawals,LastContributionDate,NextContributionDate,PolicyBasis,SubPolicies,TransactionDate,TransactionName,TransactionComments,TransactionDebitAmount,TransactionCreditAmount,TransactionCurrency
2023-07-11,PM10007029,LU1033663052,BJVDYY2,Fidelity Global Dividend Fund GBP W Acc ,PM10007029-Fidelity Global Dividend Fund GBP W Acc ,GBP,8763.24,3816.74,2.296,11298.44,10826.04,0.04363553062800429,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU1033663052,BJVDYY2,Fidelity Global Dividend Fund GBP W Acc ,PM10007029-Fidelity Global Dividend Fund GBP W Acc ,GBP,8763.24,3816.74,2.296,11298.44,10826.04,0.04363553062800429,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU1033663052,BJVDYY2,Fidelity Global Dividend Fund GBP W Acc ,PM10007029-Fidelity Global Dividend Fund GBP W Acc ,GBP,8763.24,3816.74,2.296,11298.44,10826.04,0.04363553062800429,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10007029-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,5591.0,400.0,13.9775,7208.48,7824.39,-0.07871667951111849,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10007029-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,5591.0,400.0,13.9775,7208.48,7824.39,-0.07871667951111849,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10007029-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,5591.0,400.0,13.9775,7208.48,7824.39,-0.07871667951111849,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10007029-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,5591.0,400.0,13.9775,7208.48,7824.39,-0.07871667951111849,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10007029-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,5591.0,400.0,13.9775,7208.48,7824.39,-0.07871667951111849,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10007029-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,5591.0,400.0,13.9775,7208.48,7824.39,-0.07871667951111849,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10007029-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,4774.92,412.945,11.5631,6156.31,8751.65,-0.29655436403421065,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10007029-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,4774.92,412.945,11.5631,6156.31,8751.65,-0.29655436403421065,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10007029-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,4774.92,412.945,11.5631,6156.31,8751.65,-0.29655436403421065,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10007029-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,4774.92,412.945,11.5631,6156.31,8751.65,-0.29655436403421065,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10007029-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,4774.92,412.945,11.5631,6156.31,8751.65,-0.29655436403421065,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10007029-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,4774.92,412.945,11.5631,6156.31,8751.65,-0.29655436403421065,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,IE00B50W2R13,B50W2R1,Vanguard Global Bond Index GBP Hedged Acc,PM10007029-Vanguard Global Bond Index GBP Hedged Acc,GBP,4750.01,33.46,141.9607,6124.18,7105.97,-0.13816410708179183,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00B50W2R13,B50W2R1,Vanguard Global Bond Index GBP Hedged Acc,PM10007029-Vanguard Global Bond Index GBP Hedged Acc,GBP,4750.01,33.46,141.9607,6124.18,7105.97,-0.13816410708179183,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00B50W2R13,B50W2R1,Vanguard Global Bond Index GBP Hedged Acc,PM10007029-Vanguard Global Bond Index GBP Hedged Acc,GBP,4750.01,33.46,141.9607,6124.18,7105.97,-0.13816410708179183,USD,2488.07,2488.07,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10007029,IE00B50W2R13,B50W2R1,Vanguard Global Bond Index GBP Hedged Acc,PM10007029-Vanguard Global Bond Index GBP Hedged Acc,GBP,4750.01,33.46,141.9607,6124.18,7105.97,-0.13816410708179183,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,191.89,0.0,USD
2023-07-11,PM10007029,IE00B50W2R13,B50W2R1,Vanguard Global Bond Index GBP Hedged Acc,PM10007029-Vanguard Global Bond Index GBP Hedged Acc,GBP,4750.01,33.46,141.9607,6124.18,7105.97,-0.13816410708179183,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Establishment Fee,Establishment Fee,532.42,0.0,USD
2023-07-11,PM10007029,IE00B50W2R13,B50W2R1,Vanguard Global Bond Index GBP Hedged Acc,PM10007029-Vanguard Global Bond Index GBP Hedged Acc,GBP,4750.01,33.46,141.9607,6124.18,7105.97,-0.13816410708179183,GBP,4.44,5.72,23562,PIMS Flexible,USD,Active,2016-10-11,,,0.0,Single Payment,,,187144.0,110800.05,2016-10-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,213.14,0.0,USD
2023-07-11,PM10013235,US4642898757,B3FFSG2,iShares Core Moderate Allocation ETF,PM10013235-iShares Core Moderate Allocation ETF,USD,139989.96,3498.0,40.02,108578.27,118194.29,-0.08135773733231944,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,US4642898757,B3FFSG2,iShares Core Moderate Allocation ETF,PM10013235-iShares Core Moderate Allocation ETF,USD,139989.96,3498.0,40.02,108578.27,118194.29,-0.08135773733231944,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,IE00BYZ8K175,BYZ8K17,iShares Developed World ESG Screen Index Fund D Acc USD,PM10013235-iShares Developed World ESG Screen Index Fund D Acc USD,USD,86478.93,5085.5,17.005,67074.33,60558.44,0.1075967280531005,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,IE00BYZ8K175,BYZ8K17,iShares Developed World ESG Screen Index Fund D Acc USD,PM10013235-iShares Developed World ESG Screen Index Fund D Acc USD,USD,86478.93,5085.5,17.005,67074.33,60558.44,0.1075967280531005,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU1775981860,BFLV578,Invesco Sterling Bond Fund Z Acc GBP,PM10013235-Invesco Sterling Bond Fund Z Acc GBP,GBP,41962.11,3328.794,12.6058,41962.11,44481.73,-0.056643929991032294,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU1775981860,BFLV578,Invesco Sterling Bond Fund Z Acc GBP,PM10013235-Invesco Sterling Bond Fund Z Acc GBP,GBP,41962.11,3328.794,12.6058,41962.11,44481.73,-0.056643929991032294,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,IE00B89PQM59,B89PQM5,JO Hambro Global Opportunities Fund GBP I,PM10013235-JO Hambro Global Opportunities Fund GBP I,GBP,30356.41,12690.805,2.392,30356.41,26848.69,0.13064771502818195,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,IE00B89PQM59,B89PQM5,JO Hambro Global Opportunities Fund GBP I,PM10013235-JO Hambro Global Opportunities Fund GBP I,GBP,30356.41,12690.805,2.392,30356.41,26848.69,0.13064771502818195,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,IE00B4L5Y983,B4L5Y98,iShares Core MSCI World UCITS ETF USD (Acc) USD LN,PM10013235-iShares Core MSCI World UCITS ETF USD (Acc) USD LN,USD,45108.91,539.0,83.69,34987.13,31634.37,0.10598472484199939,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,IE00B4L5Y983,B4L5Y98,iShares Core MSCI World UCITS ETF USD (Acc) USD LN,PM10013235-iShares Core MSCI World UCITS ETF USD (Acc) USD LN,USD,45108.91,539.0,83.69,34987.13,31634.37,0.10598472484199939,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU0046676465,4551344,BlackRock Global Funds - US Dollar High Yield Bond A2 USD,PM10013235-BlackRock Global Funds - US Dollar High Yield Bond A2 USD,USD,56952.97,1570.25,36.27,44173.56,46139.77,-0.04261421329148363,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU0046676465,4551344,BlackRock Global Funds - US Dollar High Yield Bond A2 USD,PM10013235-BlackRock Global Funds - US Dollar High Yield Bond A2 USD,USD,56952.97,1570.25,36.27,44173.56,46139.77,-0.04261421329148363,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU0346392482,B2PMBD4,Fidelity Funds US Dollar Bond Y Acc USD,PM10013235-Fidelity Funds US Dollar Bond Y Acc USD,USD,36059.94,2241.14,16.09,27968.62,31721.09,-0.1182957458271453,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU0346392482,B2PMBD4,Fidelity Funds US Dollar Bond Y Acc USD,PM10013235-Fidelity Funds US Dollar Bond Y Acc USD,USD,36059.94,2241.14,16.09,27968.62,31721.09,-0.1182957458271453,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,GB00B3TYHH97,B3TYHH9,Vanguard LifeStrategy 60% Equity Fund A Acc,PM10013235-Vanguard LifeStrategy 60% Equity Fund A Acc,GBP,184206.23,861.5163,213.8163,184206.23,168470.88,0.09340100793680195,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,GB00B3TYHH97,B3TYHH9,Vanguard LifeStrategy 60% Equity Fund A Acc,PM10013235-Vanguard LifeStrategy 60% Equity Fund A Acc,GBP,184206.23,861.5163,213.8163,184206.23,168470.88,0.09340100793680195,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU0782386402,BSQXJW3,UBAM Global High Yield Solution AHC Acc GBP,PM10013235-UBAM Global High Yield Solution AHC Acc GBP,GBP,28371.34,200.646,141.4,28371.34,27629.04,0.026866659138355953,GBP,22149.08,22149.08,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10013235,LU0782386402,BSQXJW3,UBAM Global High Yield Solution AHC Acc GBP,PM10013235-UBAM Global High Yield Solution AHC Acc GBP,GBP,28371.34,200.646,141.4,28371.34,27629.04,0.026866659138355953,USD,5476.12,4247.36,23562,PIMS ,GBP,Active,2019-10-31,,,0.0,Single Payment,,,589542.0,2250.0,2019-10-31,,Capital Redemption,100,2023-07-11,Dividend Receipt,Net Dividend receipt for 3498.00 nominal of iShares Core Moderate Allocation ETF,0.0,737.26,USD
2023-07-11,PM10015331,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10015331-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,36949.94,3195.505,11.5631,36949.94,52699.63,-0.29885769596484824,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,114.08,0.0,GBP
2023-07-11,PM10015331,LU2530218457,BQPB2Z8,Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,PM10015331-Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP,GBP,36949.94,3195.505,11.5631,36949.94,52699.63,-0.29885769596484824,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,2337.15,0.0,GBP
2023-07-11,PM10015331,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10015331-Fundsmith Equity Feeder I Acc GBP,GBP,136497.82,3718.0,36.7127,136497.82,147558.96,-0.07496081566310842,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,114.08,0.0,GBP
2023-07-11,PM10015331,LU1053186349,BMH4M80,Fundsmith Equity Feeder I Acc GBP,PM10015331-Fundsmith Equity Feeder I Acc GBP,GBP,136497.82,3718.0,36.7127,136497.82,147558.96,-0.07496081566310842,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,2337.15,0.0,GBP
2023-07-11,PM10015331,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10015331-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,145827.26,10433.0,13.9775,145827.26,158086.61,-0.07754831354787084,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,114.08,0.0,GBP
2023-07-11,PM10015331,LU1459801947,BYWK760,UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,PM10015331-UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP,GBP,145827.26,10433.0,13.9775,145827.26,158086.61,-0.07754831354787084,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,2337.15,0.0,GBP
2023-07-11,PM10015331,IE00BD0NC474,BD0NC47,iShares UK Credit Bond Index Fund (IE) D Acc GBP,PM10015331-iShares UK Credit Bond Index Fund (IE) D Acc GBP,GBP,126967.49,13642.15,9.307,126967.49,158098.89,-0.1969109334037703,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,114.08,0.0,GBP
2023-07-11,PM10015331,IE00BD0NC474,BD0NC47,iShares UK Credit Bond Index Fund (IE) D Acc GBP,PM10015331-iShares UK Credit Bond Index Fund (IE) D Acc GBP,GBP,126967.49,13642.15,9.307,126967.49,158098.89,-0.1969109334037703,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Investment Advisor Fee,Investment Advisor Fee,2337.15,0.0,GBP
2023-07-11,PM10015331,IE00BD0NCL49,BD0NCL4,iShares Developed World Index Fund D Acc,PM10015331-iShares Developed World Index Fund D Acc,GBP,113853.15,6571.99,17.324,113853.15,115939.18,-0.017992450869498966,GBP,14712.71,14712.71,23562,PIMS ,GBP,Active,2021-01-11,,,0.0,Single Payment,,,1036808.0,1500.0,2021-01-11,,Capital Redemption,100,2023-07-11,Admin Fee,Flat Administration Fee,114.08,0.0,GBP
